INSERT INTO oceny (user_id, temat, przedmiot, wartosc, data_wystawienia) VALUES('101', 'Kartkówka', 'Język Francuski', '3', '2016-09-14 08:10:19'), 
('101', 'Praca dodatkowa', 'Język Angielski', '1', '2016-12-20 20:50:14'), 
('152', 'Aktywność na lekcji', 'Geografia', '1', '2017-01-07 11:49:37'), 
('152', 'Odpowiedź ustna', 'Język Polski', '6', '2016-12-12 09:18:33'), 
('152', 'Projekt', 'Biologia', '2', '2016-09-29 09:03:49'), 
('152', 'Projekt', 'Język Angielski', '3', '2016-11-25 04:00:05'), 
('152', 'Praca dodatkowa', 'Religia', '6', '2016-10-24 08:00:44'), 
('152', 'Aktywność na lekcji', 'Zajęcia Artystyczne', '1', '2016-11-14 07:10:29'), 
('152', 'Praca dodatkowa', 'Biologia', '5', '2016-12-08 14:58:30'), 
('152', 'Projekt', 'Język Hiszpański', '2', '2016-11-05 10:41:32'), 
('152', 'Odpowiedź ustna', 'Język Angielski', '2', '2016-09-10 09:01:05'), 
('152', 'Egzamin', 'Wychowanie do Życia w Rodzinie', '3', '2016-10-12 12:40:55'), 
('152', 'Aktywność na lekcji', 'Geografia', '3', '2017-01-24 13:39:34'), 
('152', 'Kartkówka', 'Język Rosyjski', '5', '2016-09-14 00:44:10'), 
('152', 'Odpowiedź ustna', 'Geografia', '6', '2016-10-06 10:20:04'), 
('152', 'Kartkówka', 'Wychowanie do Życia w Rodzinie', '1', '2016-11-27 01:50:42'), 
('152', 'Kartkówka', 'Zajęcia Artystyczne', '6', '2017-01-18 02:12:21'), 
('152', 'Kartkówka', 'Biologia', '1', '2017-01-17 04:40:34'), 
('153', 'Projekt', 'Godzina Wychowawcza', '4', '2016-10-17 17:37:27'), 
('153', 'Projekt', 'Wiedza o Społeczeństwie', '1', '2017-02-03 08:54:08'), 
('153', 'Sprawdzian', 'Geografia', '1', '2016-11-13 09:12:58'), 
('153', 'Aktywność na lekcji', 'Język Polski', '2', '2017-01-29 07:49:21'), 
('153', 'Praca dodatkowa', 'Geografia', '3', '2016-11-11 09:29:00'), 
('153', 'Praca dodatkowa', 'Fizyka', '6', '2017-02-02 12:34:53'), 
('153', 'Kartkówka', 'Zajęcia Artystyczne', '6', '2017-01-16 14:02:27'), 
('153', 'Kartkówka', 'Technika', '5', '2016-12-11 06:37:11'), 
('153', 'Kartkówka', 'Religia', '3', '2017-01-23 03:24:46'), 
('153', 'Egzamin', 'Technika', '2', '2016-11-04 10:56:07'), 
('153', 'Odpowiedź ustna', 'Język Angielski', '2', '2016-11-04 23:21:52'), 
('153', 'Egzamin', 'Matematyka', '2', '2016-10-30 06:44:21'), 
('153', 'Kartkówka', 'Fizyka', '2', '2016-09-22 17:56:54'), 
('153', 'Odpowiedź ustna', 'Religia', '3', '2016-10-26 16:32:31'), 
('153', 'Kartkówka', 'Wychowanie do Życia w Rodzinie', '3', '2016-11-22 23:08:44'), 
('153', 'Sprawdzian', 'Wychowanie Fizyczne', '3', '2016-12-07 17:50:22'), 
('153', 'Aktywność na lekcji', 'Geografia', '6', '2016-11-25 10:17:25'), 
('153', 'Kartkówka', 'Wiedza o Społeczeństwie', '1', '2016-10-18 16:36:29'), 
('153', 'Sprawdzian', 'Chemia', '6', '2016-09-16 02:38:19'), 
('153', 'Projekt', 'Wiedza o Społeczeństwie', '6', '2016-10-15 13:14:34'), 
('154', 'Aktywność na lekcji', 'Język Hiszpański', '5', '2016-10-07 15:48:16'), 
('154', 'Aktywność na lekcji', 'Godzina Wychowawcza', '1', '2016-12-25 06:30:32'), 
('154', 'Egzamin', 'Język Rosyjski', '6', '2016-12-15 21:57:41'), 
('154', 'Egzamin', 'Geografia', '3', '2016-12-07 18:34:30'), 
('154', 'Sprawdzian', 'Plastyka', '2', '2016-11-21 06:12:38'), 
('154', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '3', '2016-11-01 13:16:04'), 
('154', 'Projekt', 'Język Polski', '3', '2017-01-19 04:00:27'), 
('154', 'Praca dodatkowa', 'Muzyka', '2', '2016-10-24 10:56:09'), 
('154', 'Projekt', 'Język Angielski', '4', '2016-10-03 10:41:14'), 
('154', 'Zachowanie', 'Wychowanie do Życia w Rodzinie', '3', '2016-12-21 09:29:43'), 
('154', 'Kartkówka', 'Zajęcia Artystyczne', '1', '2017-01-24 20:47:23'), 
('154', 'Zachowanie', 'Informatyka', '6', '2017-01-17 10:11:26'), 
('154', 'Egzamin', 'Informatyka', '1', '2016-11-19 19:22:42'), 
('154', 'Sprawdzian', 'Język Francuski', '3', '2016-11-01 15:59:33'), 
('154', 'Projekt', 'Godzina Wychowawcza', '5', '2016-12-11 19:29:08'), 
('154', 'Praca dodatkowa', 'Biologia', '4', '2016-10-20 11:12:04'), 
('154', 'Odpowiedź ustna', 'Zajęcia Artystyczne', '5', '2016-11-10 16:40:27'), 
('154', 'Odpowiedź ustna', 'Geografia', '4', '2016-11-13 00:35:06'), 
('154', 'Praca dodatkowa', 'Plastyka', '3', '2016-10-19 04:22:03'), 
('154', 'Praca dodatkowa', 'Język Angielski', '1', '2017-01-19 10:59:05'), 
('154', 'Odpowiedź ustna', 'Język Rosyjski', '4', '2016-09-29 22:52:40'), 
('154', 'Egzamin', 'Biologia', '5', '2017-01-26 08:56:50'), 
('155', 'Egzamin', 'Wychowanie do Życia w Rodzinie', '6', '2016-12-22 00:21:30'), 
('155', 'Zachowanie', 'Technika', '1', '2016-09-30 10:13:29'), 
('155', 'Aktywność na lekcji', 'Język Polski', '3', '2016-12-28 15:36:34'), 
('155', 'Praca dodatkowa', 'Język Rosyjski', '4', '2016-12-27 16:17:53'), 
('155', 'Zachowanie', 'Język Polski', '2', '2017-01-30 12:57:59'), 
('155', 'Kartkówka', 'Wychowanie do Życia w Rodzinie', '2', '2016-11-19 18:27:35'), 
('155', 'Sprawdzian', 'Plastyka', '4', '2016-10-04 13:02:44'), 
('155', 'Sprawdzian', 'Wychowanie do Życia w Rodzinie', '4', '2017-01-04 14:13:16'), 
('155', 'Odpowiedź ustna', 'Język Rosyjski', '4', '2017-01-23 21:01:55'), 
('155', 'Kartkówka', 'Język Hiszpański', '6', '2016-09-15 18:23:09'), 
('155', 'Kartkówka', 'Wychowanie Fizyczne', '3', '2016-11-22 09:57:21'), 
('155', 'Sprawdzian', 'Technika', '6', '2016-12-19 13:44:43'), 
('155', 'Aktywność na lekcji', 'Język Włoski', '6', '2016-12-29 09:59:28'), 
('155', 'Sprawdzian', 'Wychowanie Fizyczne', '5', '2016-12-02 04:15:52'), 
('155', 'Aktywność na lekcji', 'Geografia', '5', '2016-10-11 17:22:19'), 
('155', 'Praca dodatkowa', 'Język Angielski', '2', '2016-10-02 23:52:56'), 
('155', 'Projekt', 'Język Włoski', '3', '2016-11-15 08:59:18'), 
('155', 'Kartkówka', 'Technika', '3', '2016-09-19 07:56:34'), 
('155', 'Aktywność na lekcji', 'Matematyka', '2', '2016-12-10 01:34:47'), 
('155', 'Sprawdzian', 'Plastyka', '5', '2017-01-09 04:58:46'), 
('155', 'Sprawdzian', 'Matematyka', '2', '2016-10-20 03:40:13'), 
('155', 'Zachowanie', 'Wychowanie Fizyczne', '5', '2017-01-21 09:48:42'), 
('155', 'Praca dodatkowa', 'Geografia', '3', '2016-10-28 19:03:39'), 
('155', 'Odpowiedź ustna', 'Język Francuski', '6', '2016-10-14 09:06:30'), 
('155', 'Odpowiedź ustna', 'Fizyka', '1', '2016-11-24 03:56:28'), 
('156', 'Projekt', 'Język Francuski', '3', '2016-10-27 13:40:56'), 
('156', 'Zachowanie', 'Wychowanie do Życia w Rodzinie', '6', '2016-11-11 15:47:48'), 
('156', 'Egzamin', 'Język Rosyjski', '5', '2016-11-15 10:53:11'), 
('156', 'Kartkówka', 'Język Angielski', '1', '2016-12-26 19:03:06'), 
('156', 'Zachowanie', 'Fizyka', '2', '2016-10-12 11:15:07'), 
('156', 'Odpowiedź ustna', 'Religia', '3', '2016-09-08 10:14:07'), 
('156', 'Zachowanie', 'Godzina Wychowawcza', '6', '2017-01-18 07:48:15'), 
('156', 'Kartkówka', 'Plastyka', '6', '2017-01-14 13:14:55'), 
('156', 'Praca dodatkowa', 'Zajęcia Artystyczne', '4', '2016-11-12 07:56:58'), 
('156', 'Praca dodatkowa', 'Godzina Wychowawcza', '6', '2016-12-30 11:50:03'), 
('156', 'Projekt', 'Język Rosyjski', '6', '2016-12-31 05:50:11'), 
('156', 'Kartkówka', 'Plastyka', '5', '2016-11-03 23:19:35'), 
('156', 'Odpowiedź ustna', 'Wychowanie Fizyczne', '3', '2016-10-29 00:49:06'), 
('156', 'Odpowiedź ustna', 'Matematyka', '1', '2016-11-23 05:20:08'), 
('156', 'Odpowiedź ustna', 'Technika', '3', '2016-11-05 15:16:06'), 
('156', 'Kartkówka', 'Fizyka', '2', '2016-11-18 23:53:09'), 
('156', 'Kartkówka', 'Język Angielski', '5', '2016-10-03 01:06:39'), 
('156', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '6', '2016-11-14 09:30:36'), 
('156', 'Praca dodatkowa', 'Język Francuski', '4', '2016-12-21 15:37:18'), 
('156', 'Zachowanie', 'Język Rosyjski', '4', '2016-12-28 08:23:23'), 
('156', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '6', '2016-12-11 03:58:24'), 
('156', 'Sprawdzian', 'Wiedza o Społeczeństwie', '3', '2016-09-10 04:06:07'), 
('156', 'Zachowanie', 'Język Polski', '6', '2016-12-03 08:18:05'), 
('156', 'Sprawdzian', 'Język Rosyjski', '1', '2016-09-10 03:16:49'), 
('156', 'Egzamin', 'Chemia', '4', '2016-12-11 05:06:23'), 
('156', 'Sprawdzian', 'Religia', '4', '2017-01-11 08:15:39'), 
('156', 'Projekt', 'Muzyka', '4', '2016-09-18 18:58:59'), 
('156', 'Sprawdzian', 'Język Angielski', '3', '2016-12-26 18:06:02'), 
('156', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '1', '2016-09-23 19:30:32'), 
('156', 'Praca dodatkowa', 'Język Włoski', '2', '2017-01-04 10:44:59'), 
('157', 'Kartkówka', 'Biologia', '6', '2016-12-15 00:46:26'), 
('157', 'Kartkówka', 'Język Angielski', '2', '2016-10-23 20:41:15'), 
('157', 'Egzamin', 'Język Polski', '2', '2016-10-24 00:40:32'), 
('157', 'Zachowanie', 'Język Hiszpański', '4', '2016-11-15 16:46:43'), 
('157', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '4', '2016-11-30 08:32:40'), 
('157', 'Odpowiedź ustna', 'Język Angielski', '4', '2016-11-24 18:08:24'), 
('157', 'Sprawdzian', 'Język Hiszpański', '3', '2016-10-07 20:26:38'), 
('157', 'Projekt', 'Język Francuski', '5', '2016-10-21 10:39:18'), 
('157', 'Kartkówka', 'Matematyka', '3', '2016-10-04 07:39:07'), 
('157', 'Kartkówka', 'Wychowanie Fizyczne', '4', '2017-01-26 12:12:58'), 
('157', 'Zachowanie', 'Fizyka', '1', '2016-11-23 04:47:30'), 
('157', 'Zachowanie', 'Język Włoski', '2', '2017-01-08 16:10:56'), 
('157', 'Egzamin', 'Język Francuski', '1', '2016-09-21 02:41:19'), 
('157', 'Egzamin', 'Wychowanie Fizyczne', '2', '2016-09-08 14:08:08'), 
('157', 'Praca dodatkowa', 'Fizyka', '4', '2016-11-14 15:38:47'), 
('157', 'Praca dodatkowa', 'Technika', '1', '2016-10-18 03:51:13'), 
('157', 'Kartkówka', 'Język Francuski', '2', '2016-09-23 19:13:10'), 
('157', 'Sprawdzian', 'Język Włoski', '2', '2016-12-16 21:03:22'), 
('157', 'Praca dodatkowa', 'Język Angielski', '5', '2016-09-09 02:12:57'), 
('157', 'Praca dodatkowa', 'Język Rosyjski', '5', '2016-12-03 12:11:40'), 
('157', 'Kartkówka', 'Chemia', '2', '2017-01-22 02:39:21'), 
('157', 'Praca dodatkowa', 'Język Francuski', '2', '2016-12-06 15:44:17'), 
('157', 'Odpowiedź ustna', 'Język Polski', '3', '2017-01-31 22:08:18'), 
('157', 'Kartkówka', 'Chemia', '1', '2016-11-17 12:28:23'), 
('157', 'Zachowanie', 'Technika', '1', '2016-09-08 12:15:37'), 
('157', 'Projekt', 'Język Polski', '4', '2016-10-04 10:29:46'), 
('158', 'Praca dodatkowa', 'Język Rosyjski', '1', '2016-09-07 06:32:56'), 
('158', 'Kartkówka', 'Chemia', '5', '2016-09-15 02:07:39'), 
('158', 'Aktywność na lekcji', 'Biologia', '6', '2016-12-14 21:35:36'), 
('158', 'Praca dodatkowa', 'Język Polski', '1', '2017-01-17 21:11:25'), 
('158', 'Odpowiedź ustna', 'Fizyka', '6', '2016-12-18 15:57:37'), 
('158', 'Zachowanie', 'Religia', '3', '2016-12-18 20:19:06'), 
('158', 'Sprawdzian', 'Język Polski', '3', '2017-01-21 05:59:55'), 
('158', 'Egzamin', 'Matematyka', '2', '2016-11-02 00:52:54'), 
('158', 'Sprawdzian', 'Wychowanie do Życia w Rodzinie', '1', '2017-02-03 03:49:37'), 
('158', 'Sprawdzian', 'Religia', '1', '2017-01-04 04:23:08'), 
('158', 'Sprawdzian', 'Plastyka', '5', '2016-12-23 20:54:30'), 
('158', 'Odpowiedź ustna', 'Biologia', '2', '2016-10-25 02:00:05'), 
('158', 'Projekt', 'Język Francuski', '1', '2017-01-13 12:00:19'), 
('158', 'Praca dodatkowa', 'Geografia', '3', '2016-11-08 08:30:47'), 
('158', 'Projekt', 'Język Rosyjski', '6', '2016-10-08 20:02:01'), 
('158', 'Kartkówka', 'Wiedza o Społeczeństwie', '3', '2016-09-16 08:04:24'), 
('158', 'Zachowanie', 'Wychowanie Fizyczne', '2', '2016-10-10 16:58:58'), 
('158', 'Odpowiedź ustna', 'Fizyka', '1', '2016-09-07 17:32:46'), 
('158', 'Projekt', 'Muzyka', '5', '2016-12-21 23:27:32'), 
('158', 'Praca dodatkowa', 'Zajęcia Artystyczne', '3', '2016-09-24 11:12:29'), 
('159', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '5', '2016-12-14 10:58:14'), 
('159', 'Kartkówka', 'Geografia', '2', '2017-01-14 03:24:35'), 
('159', 'Odpowiedź ustna', 'Wiedza o Społeczeństwie', '2', '2016-11-15 09:17:58'), 
('159', 'Kartkówka', 'Język Angielski', '4', '2016-12-26 04:13:33'), 
('159', 'Zachowanie', 'Matematyka', '2', '2016-09-15 16:11:59'), 
('159', 'Odpowiedź ustna', 'Język Polski', '6', '2016-11-17 22:32:49'), 
('159', 'Zachowanie', 'Wiedza o Społeczeństwie', '4', '2016-09-10 02:06:45'), 
('159', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '3', '2017-01-15 10:20:11'), 
('159', 'Kartkówka', 'Wychowanie do Życia w Rodzinie', '2', '2016-12-27 21:28:01'), 
('159', 'Praca dodatkowa', 'Chemia', '6', '2017-01-01 04:15:43'), 
('159', 'Egzamin', 'Godzina Wychowawcza', '3', '2016-11-26 12:59:35'), 
('159', 'Kartkówka', 'Język Hiszpański', '5', '2016-10-25 19:16:26'), 
('159', 'Kartkówka', 'Plastyka', '6', '2016-11-03 14:19:26'), 
('159', 'Zachowanie', 'Język Włoski', '2', '2016-12-12 09:30:55'), 
('159', 'Projekt', 'Język Angielski', '1', '2016-09-10 10:22:29'), 
('159', 'Egzamin', 'Język Angielski', '6', '2016-09-27 23:56:13'), 
('159', 'Odpowiedź ustna', 'Biologia', '3', '2016-10-14 16:19:48'), 
('159', 'Zachowanie', 'Wychowanie Fizyczne', '3', '2016-12-13 08:13:34'), 
('159', 'Praca dodatkowa', 'Język Hiszpański', '1', '2016-11-22 22:22:17'), 
('159', 'Kartkówka', 'Wiedza o Społeczeństwie', '5', '2016-10-17 16:54:44'), 
('159', 'Praca dodatkowa', 'Matematyka', '2', '2016-10-07 06:52:45'), 
('159', 'Egzamin', 'Biologia', '6', '2016-11-26 22:20:20'), 
('159', 'Kartkówka', 'Język Polski', '1', '2016-09-18 19:46:02'), 
('159', 'Projekt', 'Język Angielski', '5', '2016-12-04 21:10:06'), 
('159', 'Praca dodatkowa', 'Matematyka', '2', '2017-01-11 20:30:01'), 
('159', 'Sprawdzian', 'Geografia', '4', '2016-11-11 10:45:36'), 
('159', 'Projekt', 'Plastyka', '4', '2016-11-26 04:41:14'), 
('160', 'Projekt', 'Godzina Wychowawcza', '5', '2016-12-24 20:57:55'), 
('160', 'Zachowanie', 'Język Polski', '4', '2016-10-31 02:28:42'), 
('160', 'Aktywność na lekcji', 'Religia', '4', '2016-10-04 09:29:11'), 
('160', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '3', '2016-12-24 10:09:40'), 
('160', 'Praca dodatkowa', 'Fizyka', '4', '2017-01-19 00:50:27'), 
('160', 'Zachowanie', 'Wychowanie Fizyczne', '5', '2016-10-22 13:19:11'), 
('160', 'Sprawdzian', 'Język Polski', '5', '2017-01-23 05:08:28'), 
('160', 'Sprawdzian', 'Fizyka', '3', '2016-10-15 02:10:35'), 
('160', 'Sprawdzian', 'Religia', '1', '2016-11-27 02:18:28'), 
('160', 'Zachowanie', 'Język Hiszpański', '1', '2017-01-31 00:29:54'), 
('160', 'Aktywność na lekcji', 'Język Hiszpański', '5', '2017-01-08 07:58:50'), 
('160', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '5', '2017-01-23 21:16:42'), 
('160', 'Odpowiedź ustna', 'Wiedza o Społeczeństwie', '2', '2016-11-20 12:17:37'), 
('160', 'Sprawdzian', 'Biologia', '1', '2016-12-25 02:46:27'), 
('160', 'Sprawdzian', 'Informatyka', '3', '2016-09-21 16:22:07'), 
('160', 'Zachowanie', 'Geografia', '5', '2016-09-25 09:00:54'), 
('160', 'Projekt', 'Fizyka', '3', '2017-02-02 12:34:02'), 
('160', 'Odpowiedź ustna', 'Wiedza o Społeczeństwie', '1', '2016-09-14 04:01:26'), 
('160', 'Egzamin', 'Muzyka', '3', '2016-12-27 18:03:42'), 
('160', 'Projekt', 'Chemia', '4', '2016-10-10 22:18:37'), 
('160', 'Projekt', 'Język Włoski', '1', '2017-01-06 13:21:38'), 
('160', 'Praca dodatkowa', 'Język Hiszpański', '5', '2016-09-20 00:15:03'), 
('160', 'Zachowanie', 'Język Polski', '4', '2016-09-11 21:01:49'), 
('160', 'Sprawdzian', 'Zajęcia Artystyczne', '5', '2016-12-03 20:18:53'), 
('160', 'Projekt', 'Wychowanie Fizyczne', '5', '2017-02-01 07:20:10'), 
('160', 'Aktywność na lekcji', 'Język Włoski', '6', '2016-10-02 20:25:40'), 
('160', 'Zachowanie', 'Język Angielski', '4', '2016-09-19 02:10:26'), 
('160', 'Sprawdzian', 'Wychowanie Fizyczne', '1', '2016-10-15 11:28:17'), 
('160', 'Sprawdzian', 'Geografia', '1', '2016-11-16 10:17:57'), 
('160', 'Odpowiedź ustna', 'Język Rosyjski', '3', '2017-01-20 04:25:28'), 
('161', 'Sprawdzian', 'Technika', '5', '2016-10-30 08:30:58'), 
('161', 'Zachowanie', 'Informatyka', '6', '2016-11-15 16:39:11'), 
('161', 'Zachowanie', 'Język Rosyjski', '4', '2017-01-21 17:07:48'), 
('161', 'Zachowanie', 'Chemia', '4', '2016-10-25 19:55:25'), 
('161', 'Praca dodatkowa', 'Religia', '1', '2017-02-03 01:57:07'), 
('161', 'Egzamin', 'Język Francuski', '4', '2016-10-05 08:03:45'), 
('161', 'Egzamin', 'Geografia', '4', '2017-01-24 06:17:29'), 
('161', 'Egzamin', 'Język Angielski', '4', '2016-10-30 00:03:19'), 
('161', 'Egzamin', 'Język Hiszpański', '2', '2016-11-17 15:52:49'), 
('161', 'Zachowanie', 'Język Hiszpański', '3', '2016-12-14 11:59:05'), 
('161', 'Aktywność na lekcji', 'Biologia', '3', '2016-12-13 05:11:53'), 
('161', 'Kartkówka', 'Geografia', '4', '2017-01-21 13:58:34'), 
('161', 'Projekt', 'Muzyka', '4', '2016-12-09 10:46:38'), 
('161', 'Kartkówka', 'Język Hiszpański', '1', '2016-10-26 14:23:03'), 
('161', 'Zachowanie', 'Muzyka', '6', '2016-09-13 00:34:21'), 
('161', 'Egzamin', 'Wychowanie Fizyczne', '3', '2016-11-12 02:53:10'), 
('161', 'Egzamin', 'Język Polski', '2', '2016-11-14 07:39:43'), 
('161', 'Egzamin', 'Fizyka', '4', '2016-11-20 21:32:14'), 
('161', 'Projekt', 'Religia', '6', '2017-01-26 08:12:58'), 
('161', 'Odpowiedź ustna', 'Wychowanie do Życia w Rodzinie', '5', '2016-11-17 11:56:38'), 
('161', 'Sprawdzian', 'Język Polski', '3', '2016-12-01 07:17:46'), 
('161', 'Odpowiedź ustna', 'Wychowanie do Życia w Rodzinie', '6', '2016-12-02 20:21:58'), 
('161', 'Odpowiedź ustna', 'Religia', '2', '2016-09-14 16:49:50'), 
('161', 'Egzamin', 'Technika', '5', '2017-01-07 01:26:32'), 
('161', 'Kartkówka', 'Chemia', '6', '2016-11-22 17:30:04'), 
('162', 'Egzamin', 'Język Francuski', '6', '2016-11-17 21:52:51'), 
('162', 'Praca dodatkowa', 'Biologia', '6', '2016-11-27 03:41:44'), 
('162', 'Egzamin', 'Fizyka', '2', '2016-12-01 10:58:10'), 
('162', 'Zachowanie', 'Geografia', '5', '2016-12-30 17:31:42'), 
('162', 'Sprawdzian', 'Muzyka', '6', '2017-01-12 15:39:15'), 
('162', 'Aktywność na lekcji', 'Wychowanie Fizyczne', '5', '2016-11-29 01:39:28'), 
('162', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '4', '2016-11-21 01:31:24'), 
('162', 'Kartkówka', 'Chemia', '3', '2017-01-21 05:11:53'), 
('162', 'Sprawdzian', 'Język Francuski', '3', '2016-10-22 02:56:00'), 
('162', 'Odpowiedź ustna', 'Religia', '5', '2016-09-18 04:26:01'), 
('162', 'Kartkówka', 'Język Francuski', '4', '2016-10-25 21:39:34'), 
('162', 'Kartkówka', 'Wychowanie Fizyczne', '3', '2017-01-19 14:29:43'), 
('162', 'Odpowiedź ustna', 'Wychowanie Fizyczne', '6', '2016-10-10 00:36:44'), 
('162', 'Odpowiedź ustna', 'Język Rosyjski', '6', '2017-01-19 17:40:22'), 
('162', 'Praca dodatkowa', 'Język Francuski', '1', '2017-01-08 01:52:24'), 
('162', 'Sprawdzian', 'Język Hiszpański', '3', '2016-09-28 13:44:10'), 
('162', 'Odpowiedź ustna', 'Muzyka', '2', '2017-01-06 14:51:28'), 
('162', 'Aktywność na lekcji', 'Informatyka', '2', '2016-11-08 11:54:40'), 
('162', 'Aktywność na lekcji', 'Matematyka', '1', '2016-10-22 14:22:28'), 
('162', 'Projekt', 'Wiedza o Społeczeństwie', '6', '2017-01-29 15:12:03'), 
('162', 'Sprawdzian', 'Język Francuski', '1', '2016-10-19 13:04:55'), 
('162', 'Kartkówka', 'Biologia', '6', '2016-12-15 20:00:29'), 
('162', 'Odpowiedź ustna', 'Technika', '2', '2016-12-04 22:45:05'), 
('162', 'Kartkówka', 'Chemia', '4', '2016-09-26 16:16:20'), 
('162', 'Projekt', 'Informatyka', '6', '2016-10-05 03:04:00'), 
('162', 'Aktywność na lekcji', 'Matematyka', '3', '2017-01-20 12:57:43'), 
('162', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '2', '2017-01-02 00:17:14'), 
('163', 'Praca dodatkowa', 'Matematyka', '4', '2016-12-24 23:47:47'), 
('163', 'Egzamin', 'Plastyka', '6', '2016-09-29 10:23:06'), 
('163', 'Zachowanie', 'Język Włoski', '1', '2016-10-22 14:43:12'), 
('163', 'Aktywność na lekcji', 'Język Polski', '2', '2016-10-08 18:40:26'), 
('163', 'Odpowiedź ustna', 'Język Hiszpański', '4', '2016-12-17 16:13:26'), 
('163', 'Zachowanie', 'Godzina Wychowawcza', '2', '2016-12-28 08:20:38'), 
('163', 'Kartkówka', 'Zajęcia Artystyczne', '5', '2017-01-07 13:00:04'), 
('163', 'Sprawdzian', 'Technika', '2', '2017-01-04 04:25:18'), 
('163', 'Zachowanie', 'Zajęcia Artystyczne', '2', '2016-10-30 18:43:46'), 
('163', 'Odpowiedź ustna', 'Wiedza o Społeczeństwie', '5', '2016-12-10 09:19:50'), 
('163', 'Egzamin', 'Chemia', '1', '2016-11-18 13:26:29'), 
('163', 'Kartkówka', 'Wiedza o Społeczeństwie', '6', '2016-10-31 15:30:47'), 
('163', 'Odpowiedź ustna', 'Język Hiszpański', '2', '2016-11-08 23:14:28'), 
('163', 'Kartkówka', 'Godzina Wychowawcza', '3', '2016-09-29 18:16:21'), 
('163', 'Projekt', 'Plastyka', '5', '2016-10-19 18:53:01'), 
('163', 'Zachowanie', 'Wychowanie Fizyczne', '6', '2016-09-09 23:16:49'), 
('163', 'Zachowanie', 'Matematyka', '2', '2016-11-25 02:17:31'), 
('163', 'Egzamin', 'Matematyka', '3', '2016-12-08 11:45:10'), 
('163', 'Kartkówka', 'Biologia', '3', '2016-11-25 18:07:38'), 
('163', 'Praca dodatkowa', 'Religia', '2', '2016-11-04 14:44:10'), 
('164', 'Aktywność na lekcji', 'Technika', '4', '2016-09-16 09:42:01'), 
('164', 'Egzamin', 'Biologia', '4', '2016-11-13 17:04:36'), 
('164', 'Praca dodatkowa', 'Język Hiszpański', '5', '2016-12-12 06:04:56'), 
('164', 'Praca dodatkowa', 'Wychowanie Fizyczne', '3', '2016-12-18 02:43:42'), 
('164', 'Aktywność na lekcji', 'Muzyka', '5', '2017-01-04 12:18:19'), 
('164', 'Zachowanie', 'Godzina Wychowawcza', '6', '2016-12-22 08:41:25'), 
('164', 'Egzamin', 'Wychowanie do Życia w Rodzinie', '5', '2017-01-30 11:09:20'), 
('164', 'Odpowiedź ustna', 'Chemia', '5', '2017-01-01 14:53:49'), 
('164', 'Praca dodatkowa', 'Język Polski', '1', '2016-10-15 07:59:24'), 
('164', 'Zachowanie', 'Godzina Wychowawcza', '5', '2016-10-08 18:09:02'), 
('164', 'Praca dodatkowa', 'Język Francuski', '3', '2016-10-16 15:18:42'), 
('164', 'Praca dodatkowa', 'Wychowanie Fizyczne', '2', '2016-11-03 21:34:44'), 
('164', 'Aktywność na lekcji', 'Język Francuski', '3', '2016-12-11 19:40:22'), 
('164', 'Zachowanie', 'Język Hiszpański', '4', '2017-01-12 23:36:35'), 
('164', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '2', '2017-01-14 12:04:34'), 
('164', 'Praca dodatkowa', 'Matematyka', '5', '2016-09-28 12:57:47'), 
('164', 'Aktywność na lekcji', 'Biologia', '5', '2016-09-11 04:33:35'), 
('164', 'Zachowanie', 'Geografia', '3', '2016-12-29 02:47:32'), 
('164', 'Praca dodatkowa', 'Matematyka', '4', '2016-10-24 08:19:20'), 
('164', 'Odpowiedź ustna', 'Biologia', '1', '2016-09-18 06:05:50'), 
('165', 'Odpowiedź ustna', 'Zajęcia Artystyczne', '1', '2016-10-05 14:33:12'), 
('165', 'Sprawdzian', 'Technika', '3', '2016-11-28 07:55:09'), 
('165', 'Aktywność na lekcji', 'Matematyka', '4', '2016-11-19 14:03:42'), 
('165', 'Sprawdzian', 'Muzyka', '6', '2016-09-28 11:37:18'), 
('165', 'Egzamin', 'Język Rosyjski', '6', '2016-10-24 00:20:30'), 
('165', 'Praca dodatkowa', 'Chemia', '1', '2016-10-27 11:15:18'), 
('165', 'Aktywność na lekcji', 'Muzyka', '4', '2017-01-07 06:42:39'), 
('165', 'Zachowanie', 'Plastyka', '5', '2016-11-23 19:40:11'), 
('165', 'Aktywność na lekcji', 'Język Hiszpański', '3', '2016-10-09 16:03:06'), 
('165', 'Zachowanie', 'Wiedza o Społeczeństwie', '6', '2017-01-31 00:50:01'), 
